timestamp,run_name,ckpt,val_loss,val_acc,mean_reward
2025-12-18T20:29:54.538582,lad_mlp_v1,best,0.0507806876674294,0.990475642681122,
2025-12-18T19:26:48,lad_mlp_v1,last,0.0489086376503109,0.994140625,
2025-12-18T19:59:20.309575,lad_mlp_v1_short,best,0.1082186177372932,0.9828814327716828,
,rl_logan_v1,best,,,-14.404900000000007
2025-12-19T00:57:33,rl_logan_v1,best.pt,,,-14.083300000000008
